,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,Class
0,2.022301871764238,45.62158808933002,0.9573874950219037,4.532258064516129,0.6206176409227889,0.33328584543717843,0.04893593636030141,0.03055411885356655,0.2212146838713502,0.1747973651219221,0.9911752480789898,0.7981280310616363,0.0
1,1.6391875746714457,38.144334160463195,0.8028673835125448,3.8374689826302726,0.676785832687161,0.41544080303688447,0.09027867982232218,0.06409161780169544,0.30046410737777346,0.2531632236358501,0.9904050455290114,0.7724053029196212,0.0
2,2.413779370768619,50.60132340777503,1.1003584229390684,5.039702233250619,0.5719998215507387,0.2781338672015569,0.02363015713734914,0.014129878543950427,0.15372103674302076,0.11886916565682804,0.9918112943867675,0.8260570797099381,0.0
3,3.519713261648745,64.31720430107528,1.4384707287933096,6.269230769230768,0.46798406251315494,0.15579107752310248,0.003282173331804416,0.0009975671846319412,0.05729025512078312,0.03158428698945001,0.9912676318924107,0.8385772322071675,0.0
4,3.4181600955794504,64.01612903225806,1.4165671047391477,6.2535153019024,0.4734555447537351,0.15318712544673735,0.0034051685923236043,0.001025702598583412,0.05835382243112789,0.03202659205384507,0.99147137847893,0.8384733173950447,0.0
5,3.4583831142970936,64.10421836228285,1.4217443249701307,6.266335814722912,0.4735056303572678,0.1537733706022446,0.003387246652364006,0.0010063755361121888,0.058200057150865465,0.03172342251574046,0.9913836357144832,0.8384670212451973,0.0
6,3.472720031859817,69.30438378825478,1.4090003982477106,6.507857733664182,0.47839287465845454,0.15273625514528816,0.0036420395421436005,0.0010270708861919936,0.06034931268990228,0.03204794667669044,0.9908023431296271,0.8141360827390693,0.0
7,4.36121067303863,89.79569892473116,1.6085225009956186,7.225806451612902,0.438613882699904,0.1411835957817784,0.0025663266414712753,0.0007633334496377804,0.05065892459844835,0.02762848981826152,0.9934587305216928,0.8609526167356295,0.0
8,9.333731581043407,58.79073614557485,2.1851851851851856,5.733664185277087,0.3671912616745587,0.20031558083328954,0.002224858174807431,0.0010102238450113259,0.047168402292291293,0.031784018704552226,0.9821162382851555,0.8876799510473327,0.0
9,10.077260055754682,55.942928039702224,2.3130227001194745,5.325062034739455,0.34530821839607534,0.21230776403350715,0.0018327959130364036,0.001002014119359833,0.04281116575189706,0.03165460660567168,0.9890731524379941,0.9392726250324519,0.0
10,4.2226204699322984,54.09429280397023,1.457188371166866,5.261373035566583,0.4837729331053057,0.22690028110682386,0.0038330747340138264,0.001484421019360586,0.061911830323564385,0.0385281847400132,0.988422870032291,0.8527378704396897,0.0
11,8.127041019514138,75.9458229942101,1.965352449223417,6.673697270471465,0.41567825487851856,0.16724031042457074,0.002319701715478577,0.0009083719361474905,0.0481632818179843,0.03013920928205467,0.986235232959756,0.8705694150514051,0.0
12,7.708880923934686,102.12737799834576,2.0298685782556745,7.54673283705542,0.3987098061204909,0.16082303808329096,0.002271011135234359,0.0008412403253514274,0.04765512706135993,0.029004143244568136,0.9867951465837543,0.8260533256124709,0.0
13,5.678215850258861,49.76013234077748,1.7156511350059735,4.9181141439205955,0.4421733708799792,0.23583571451616564,0.0029119187403382108,0.001339895640704093,0.05396219732681584,0.0366045849683355,0.9900553205449686,0.90982980135489,0.0
14,6.072082835523695,49.94044665012406,1.6547192353643974,5.090984284532672,0.4510078912038152,0.22146366009833704,0.002856646208692903,0.0011959688878763561,0.05344760245972594,0.0345827831135141,0.9891929268424097,0.9122668505544068,0.0
15,2.8996415770609323,47.248552522746074,1.2070888092393468,4.662117452440033,0.5369543819399976,0.28313299193579333,0.004707046859211744,0.0022459585915121016,0.06860792125703667,0.04739154556998644,0.9930142369327998,0.8866381755157814,0.0
16,3.80326563122262,38.69561621174527,1.4169653524492238,4.1546732837055425,0.48854048351406665,0.2995715802978427,0.003940685674390706,0.002265884279812079,0.06277488091896874,0.047601305442309866,0.9913391584385285,0.9098924956486665,0.0
17,3.951413779370768,48.45285359801488,1.4448426921545197,4.748966087675765,0.47962264683048583,0.28395276687685767,0.004060271008280413,0.0021705317370890095,0.06372025587111536,0.04658896582978645,0.9905962356699087,0.8822405903300298,0.0
18,9.928713659896456,50.675351530190234,2.0019912385503784,4.84739454094293,0.41718915570037524,0.2540149732194879,0.0030763089241269124,0.0016123559107630186,0.05546448344776062,0.040154151849628436,0.9786027161493702,0.8919824352610095,0.0
19,8.204699322978893,55.187344913151364,2.1385902031063315,5.800248138957815,0.37253634933252094,0.17201776206348968,0.0024531646577440774,0.0010513579912443272,0.04952943223724735,0.032424650981071904,0.9816309279659758,0.8770157711554566,0.0
20,4.58462763839108,41.084367245657546,1.5706889685384315,5.009098428453268,0.4600663263829792,0.1945895247296394,0.003728477217169979,0.0013215947939393068,0.06106125790687561,0.03635374525326526,0.9860639698049726,0.8750133746832925,0.0
21,3.068896853843091,35.672456575682396,1.2943050577459179,4.754342431761787,0.5096202912157619,0.19274474038352613,0.004301979295877114,0.0013851346497628413,0.06558947549628,0.03721739713847331,0.9899207856579124,0.8836794426796856,0.0
22,3.6973317403424937,28.556244830438377,1.4520111509358826,4.307278742762613,0.4689893172261541,0.19878868300974326,0.003907220813050217,0.0015008404706635717,0.06250776602191296,0.0387406823721985,0.987929758377084,0.9063972096077363,0.0
23,5.058542413381122,32.59470636889993,1.5221027479092002,4.389578163771711,0.47640211512729713,0.20596043832993627,0.0038448112256687862,0.0015043467076605631,0.062006541797368336,0.03878590862234071,0.9829741600329926,0.8897337648962096,0.0
24,5.0529669454400645,30.33788254755997,1.6479490242931103,4.289909015715468,0.44897705090716217,0.22130660481198672,0.0035121451277461612,0.0015803721879124103,0.059263354003516885,0.03975389525458367,0.9842877128943167,0.9052312090883933,0.0
25,8.060135404221423,47.43755169561621,1.766228594185584,5.064516129032257,0.4560760025609179,0.19814920341589173,0.0034544142769028546,0.0012879862295535071,0.05877426543056795,0.03588852504009474,0.9831052083281997,0.9015564128333495,0.0
26,8.388291517323774,40.46526054590571,1.4882516925527676,4.337055417700579,0.5139546218756089,0.23136269270639925,0.005284355367644806,0.0019652885958016835,0.07269357170785327,0.04433157560702849,0.9730421485519322,0.8724974602886187,0.0
27,3.6200716845878134,26.91852770885028,1.393070489844683,4.000413564929693,0.4903670687654718,0.2323073735258455,0.005240581425796587,0.0021363245468744544,0.07239186021782136,0.04622039102900855,0.9804129839656439,0.8543195601696894,0.0
28,7.68857029072083,42.40860215053762,1.6168857029072081,4.559139784946236,0.4809741324803582,0.22625717306200496,0.005182533372476118,0.0019846156582729074,0.07198981436617348,0.044549025334713076,0.9762937635279347,0.8659126950545367,0.0
29,4.8888888888888875,56.93093465674112,1.680605336519315,5.519023986765923,0.4248274417384364,0.18194137471626604,0.003641008634092828,0.0014124148839589484,0.06034077091066063,0.0375821085619068,0.9801294460679936,0.765653168194704,0.0
30,3.0461967343687784,34.998345740281216,1.3106332138590204,4.738626964433415,0.49874115544007397,0.18551746691351462,0.004318156622212325,0.0014662056905713353,0.06571268235441562,0.03829106541441927,0.9894443146963764,0.8791724455608145,0.0
31,5.355635205097571,47.34119106699754,1.734767025089606,5.051695616211745,0.41898121830458135,0.2004557261047607,0.0036945365521137493,0.0015932854022184047,0.06078269944740649,0.03991597928422156,0.9785030308932171,0.8123242981104334,0.0
32,4.797690163281561,33.397435897435905,1.5679012345679015,4.351116625310173,0.4682376910352307,0.22346017877155344,0.003910392837821827,0.0016573383658951577,0.06253313391972153,0.04071042085136382,0.9823640728491163,0.875132069786949,0.0
33,2.8849064117881316,32.713813068651774,1.2624452409398652,4.454921422663358,0.513603132617958,0.2039108235745663,0.004520214600163897,0.0015724190161875264,0.06723254122940689,0.0396537389937888,0.9899483640869002,0.8857464946649743,0.0
34,2.4464356829948226,19.44127377998346,1.133811230585424,3.184036393713813,0.5472884817375252,0.31230076782607114,0.005707265570319747,0.0025829849331009975,0.07554644644402374,0.05082307480958819,0.9886474782537029,0.9102613562037998,0.0
35,2.4655515730784554,22.553349875930518,1.1640780565511748,3.488833746898262,0.5350254570004341,0.294081605878997,0.0053588186491583594,0.0023495208598866644,0.07320395241486868,0.04847185636930635,0.9896599416075744,0.9051061944843469,0.0
36,2.6993229788928703,19.626964433416045,1.1835921943448822,3.3416046319272126,0.5359469148756795,0.2819893934705008,0.0052543004329338025,0.002295387981372133,0.07248655346292719,0.0479102074862146,0.9883777259848543,0.9153399865642284,0.0
37,2.6057347670250905,23.15880893300248,1.1425726802070888,3.602150537634408,0.5526855188532953,0.268572000581133,0.006221767988274926,0.0025917932845812464,0.07887818448896328,0.05090965806780916,0.9880621681408577,0.8939337472931943,0.0
38,2.7443249701314207,21.32382133995037,1.1600955794504186,3.4718775847808114,0.5499285293679308,0.2759945169536258,0.006551737865141683,0.0026189024828262796,0.0809428061358246,0.051175213559166315,0.9849148864255624,0.882758236517307,0.0
39,2.2393468737554745,27.689412737799845,1.1210673038630028,3.9673283705541773,0.5404839734884013,0.2667296378415506,0.005414646285138698,0.0021063932554367198,0.07358428014962637,0.04589546007435506,0.9907736819558988,0.8871350713980986,0.0
40,2.402628434886499,30.39826302729528,1.1457586618876938,4.194789081885855,0.5415916661077951,0.2502461881537785,0.006207811079279842,0.0022833299468215025,0.07878966353069318,0.047784201853975784,0.9855029624084776,0.8183605165677469,0.0
41,2.3034647550776586,23.916046319272127,1.112704101951414,3.821753515301902,0.5512857147711638,0.23177479374796156,0.0065909123710710706,0.0023416532061373172,0.08118443429051575,0.04839063138808294,0.9866651249570371,0.8584300260635546,0.0
42,1.8849064117881325,27.134822167080227,1.007168458781362,4.001654259718776,0.5804611257489183,0.25175240664957166,0.006457925232521311,0.00216009854407357,0.08036121721652374,0.046476860307830284,0.9925623082750059,0.8931340039564403,0.0
43,2.6833930704898443,47.43217535153019,1.2106730386300277,4.578577336641852,0.5258567222893599,0.22630848999495648,0.0052355061861620086,0.0018547138534331362,0.07235679778819686,0.04306638890635174,0.9910053927873559,0.8411276992027495,0.0
44,2.2039028275587422,25.361455748552526,1.0784547988849065,3.8899917287014056,0.5613351277614402,0.2458765533714968,0.005991637591094604,0.0020791985392161496,0.07740566898551167,0.04559822956229934,0.9898731723435504,0.8834549202160821,0.0
45,2.4902429311031464,21.65839536807278,1.1162883313420948,3.5425971877584788,0.5596363998181311,0.265803002630983,0.005916539904626732,0.0021438501287216567,0.07691904773608896,0.04630172921956217,0.9888452087049885,0.9025534933284739,0.0
46,3.270011947431302,27.150951199338287,1.36399840700916,4.072373862696443,0.48472584774940963,0.2205680194948072,0.003940051269436384,0.0014599628783571793,0.06276982769959133,0.038209460587100404,0.9942598524777163,0.9522062374517276,0.0
47,2.8239745121465547,58.792390405293645,1.165671047391477,5.652605459057072,0.5500671379134998,0.21430661417615687,0.005386335964052076,0.0018813099438249523,0.07339166140681158,0.043374069947665184,0.989646377171006,0.7782740868712369,0.0
48,2.733572281959378,50.119106699751875,1.1947431302270017,5.554177005789909,0.5375276750275593,0.16919102582932816,0.004812516682867783,0.0013308307352972366,0.0693723048692184,0.03648055283705603,0.9914741079390714,0.8448713531959261,0.0
49,3.1979291119076048,44.52894954507859,1.3277578653922735,5.176592224979318,0.5026668881222188,0.19188384262946018,0.0036532209294635252,0.0012459969035651418,0.06044188059171823,0.03529868132898369,0.9916113237492736,0.8806658974530782,0.0
50,3.190362405416169,22.10215053763441,1.2986857825567504,3.6712158808933006,0.5122690675172124,0.24499783194315555,0.004712280700084901,0.0018320515899159946,0.0686460537837748,0.04280247177343844,0.989315930742178,0.9254215540978439,0.0
